production_cost;Genre_1;Genre_2;Genre_3;id;original_language;Title;popularity;Production_Companies;release_date;WorldwideBox_office;runtime;title2;vote_average;vote_count;Cast;Director;DomesticBox_office;InternationalBox_office;IMDB_Rating;Metascore;Year;Month
0; TV Movie; Action; Drama;22488;en;Love's Abiding Joy;1128559;[];06/10/2006 00:00;0;87;Love's Abiding Joy;58;12;;;;;;;2006;10
3000000; Drama;;;24469;en;Fish Tank;1268672;BBC Films;14/05/2009 00:00;2357852;123;Fish Tank;69;250;;;;;;;2009;5
0; Comedy; Romance;;82533;en;Damsels in Distress;3750338;Westerly Films;06/04/2012 00:00;0;99;Damsels in Distress;56;67;;;;;;;2012;4
0; Horror; Science Fiction; Thriller;50942;en;Creature;2857848;MGM Television;17/05/1998 00:00;0;176;Creature;40;21;;;;;;;1998;5
3000000; Comedy; Romance;;84174;en;Bachelorette;2095282;Gary Sanchez Productions;06/08/2012 00:00;11947954;87;Bachelorette;53;444;;;;;;;2012;8
0; Drama; Music; Family;34099;en;Brave New Girl;;;;;;;;;;;;;;;;
0; Comedy;;;79940;en;Tim and Eric's Billion Dollar Movie;175311;2929 Productions;02/03/2012 00:00;0;94;Tim and Eric's Billion Dollar Movie;52;34;;;;;;;2012;3
2700000; Comedy; Drama;;342;de;Sommersturm;3120747;Claussen + W\u00f6bke Filmproduktion GmbH;02/09/2004 00:00;0;98;Summer Storm;67;59;;;;;;;2004;9
0; War; Drama; History;281230;en;Fort McCoy;384496;[];01/01/2014 00:00;0;0;Fort McCoy;63;2;;;;;;;2014;1
0; Horror; Thriller;;38033;en;Chain Letter;2504156;Tiger Tail Entertainment;01/10/2010 00:00;0;96;Chain Letter;39;37;;;;;;;2010;10
3000000; Drama; Comedy;;100975;en;Just Looking;431332;Sweetland Films;21/10/1999 00:00;0;97;Just Looking;58;5;;;;;;;1999;10
3000000; Science Fiction;;;38541;en;The Divide;11882563;Instinctive Film;13/03/2011 00:00;22000;112;The Divide;57;197;;;;;;;2011;3
0; Drama; Horror; Romance;39563;en;The Eclipse;9342465;[];24/04/2009 00:00;0;88;The Eclipse;61;15;;;;;;;2009;4
3000000; Thriller; Horror;;234212;en;Demonic;12564554;Icon Entertainment International;12/02/2015 00:00;3387000;83;Demonic;49;148;;;;;;;2015;2
0; Comedy;;;27404;en;My Big Fat Independent Movie;68822;Film Threat DVD;04/03/2005 00:00;0;80;My Big Fat Independent Movie;30;5;;;;;;;2005;3
0; Comedy; Family;;170480;en;The Deported;194848;[];15/06/2010 00:00;0;90;The Deported;0;0;;;;;;;2010;6
0; Drama;;;71866;en;Tanner Hall;2015525;Tax Credit Finance;14/09/2009 00:00;0;96;Tanner Hall;54;32;;;;;;;2009;9
3000000; Action; Drama; Thriller;192210;en;Open Road;2680629;Society Entertainment;12/04/2013 00:00;0;85;Open Road;52;18;;;;;;;2013;4
0; Comedy;;;180296;en;They Came Together;12036888;Lionsgate;27/06/2014 00:00;0;84;They Came Together;53;171;;;;;;;2014;6
0; Comedy;;;157058;en;30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo;1737032;Silver Nitrate Films;14/01/2013 00:00;0;80;30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo;29;28;;;;;;;2013;1
3000000; Drama; Action;;70006;en;Never Back Down 2: The Beatdown;9249229;[];13/09/2011 00:00;0;90;Never Back Down 2: The Beatdown;58;136;;;;;;;2011;9
2500000; Action; Crime; Drama;26039;en;Point Blank;5164423;Metro-Goldwyn-Mayer (MGM);30/08/1967 00:00;3200000;92;Point Blank;71;95;;;;;;;1967;8
3; Drama; Comedy;;79587;en;Four Single Fathers;8263;Indiana Production Company;15/01/2009 00:00;0;100;Four Single Fathers;0;0;;;;;;;2009;1
0; Thriller;;;176077;en;Enter the Dangerous Mind;1998826;Cimarron Productions;11/03/2013 00:00;0;88;Enter the Dangerous Mind;48;14;;;;;;;2013;3
3000000; Mystery; Thriller;;260947;en;Something Wicked;1968679;Merchant Films;04/04/2014 00:00;0;95;Something Wicked;46;16;;;;;;;2014;4
3000000; Thriller;;;342502;en;AWOL-72;1141463;Triumphant Entertainment;07/08/2015 00:00;0;79;AWOL-72;28;10;;;;;;;2015;8
0;;;;191229;en;Iguana;214704;[];01/04/1988 00:00;0;88;Iguana;60;1;;;;;;;1988;4
3200000; Action; Crime; Thriller;43213;en;Chicago Overcoat;1034844;Chicago Overcoat Productions;10/10/2009 00:00;0;95;Chicago Overcoat;61;5;;;;;;;2009;10
0; Comedy; Drama; Romance;44594;en;Barry Munday;1975941;Prospect Pictures;13/03/2010 00:00;0;95;Barry Munday;63;22;;;;;;;2010;3
2900000; Drama;;;666;pt;Central do Brasil;5928937;MACT Productions;16/01/1998 00:00;5596708;113;Central Station;76;126;;;;;;;1998;1
2900000; Comedy; Drama;;248;en;Pocketful of Miracles;3370225;Franton Production;18/12/1961 00:00;5000000;136;Pocketful of Miracles;73;25;;;;;;;1961;12
0; Crime; Action;;325173;en;Close Range;5485217;Bleiberg Entertainment;11/12/2015 00:00;0;80;Close Range;49;54;;;;;;;2015;12
0; Comedy; Drama; Romance;55831;en;Boynton Beach Club;18887;[];05/08/2005 00:00;0;105;Boynton Beach Club;68;3;;;;;;;2005;8
3000000; Thriller; Mystery; Drama;351043;en;Amnesiac;3077885;Infra-Red Pictures;14/08/2015 00:00;0;90;Amnesiac;41;52;;;;;;;2015;8
3000000; Documentary;;;43942;en;Freakonomics;1781462;Chad Troutwine Films;01/10/2010 00:00;103735;93;Freakonomics;66;36;;;;;;;2010;10
0; Horror; Thriller; Mystery;10226;fr;Haute tension;4952983;Alexandre Films;18/06/2003 00:00;0;91;High Tension;66;271;;;;;;;2003;6
2902660; Romance; Comedy; Drama;66942;en;Griff the Invisible;135088;Screen Australia;19/08/2011 00:00;0;93;Griff the Invisible;61;34;;;;;;;2011;8
0; Thriller; Action; Horror;356483;en;Unnatural;687656;August Heart Entertainment;16/10/2015 00:00;0;89;Unnatural;43;12;;;;;;;2015;10
8000000; Drama;;;10476;en;Hustle & Flow;639503;MTV Films;22/07/2005 00:00;23563727;116;Hustle & Flow;69;99;;;;;;;2005;7
2883848; Comedy; Romance;;239;en;Some Like It Hot;3930982;The Mirisch Corporation;18/03/1959 00:00;25000000;122;Some Like It Hot;80;808;;;;;;;1959;3
2800000; Horror; Thriller;;10281;en;Friday the 13th Part VII: The New Blood;9070842;Paramount Pictures;13/05/1988 00:00;19170001;88;Friday the 13th Part VII: The New Blood;53;192;;;;;;;1988;5
2777000; Adventure; Family; Fantasy;630;en;The Wizard of Oz;67417542;Loew's Incorporated;15/08/1939 00:00;33754967;102;The Wizard of Oz;74;1642;;;;;;;1939;8
2800000; Comedy; Science Fiction;;3034;en;Young Frankenstein;36444894;Twentieth Century Fox Film Corporation;15/12/1974 00:00;86273333;106;Young Frankenstein;77;854;;;;;;;1974;12
2000000; Horror; Action; Science Fiction;13025;en;Diary of the Dead;15351412;Artfire Films;08/09/2007 00:00;5364858;95;Diary of the Dead;54;190;;;;;;;2007;9
0; Comedy; Drama; Romance;21461;en;Lage Raho Munna Bhai;2436019;[];01/01/2006 00:00;0;144;Lage Raho Munna Bhai;76;44;;;;;;;2006;1
0; Drama;;;55306;en;Ulee's Gold;93392;Clinica Estetico;13/06/1997 00:00;0;112;Ulee's Gold;65;19;;;;;;;1997;6
2700000; Adventure; Family;;17264;en;The Black Stallion;1135972;United Artists;17/10/1979 00:00;37799643;118;The Black Stallion;70;59;;;;;;;1979;10
0;;;;346081;en;Sardaarji;296981;[];26/06/2015 00:00;0;0;Sardaarji;95;2;;;;;;;2015;6
0; Action; Adventure; Animation;16016;en;Rejsen til Saturn;1776624;Nordisk Film;26/09/2008 00:00;0;90;Journey to Saturn;49;10;;;;;;;2008;9
2686000; Adventure; Comedy; Romance;15875;en;Donovan's Reef;1897263;Paramount Pictures;12/06/1963 00:00;6600000;109;Donovan's Reef;60;30;;;;;;;1963;6
0; Comedy; Drama;;5900;nl;De jurk;144031;[];21/03/1996 00:00;0;103;The Dress;70;3;;;;;;;1996;3
2627000; Drama; Romance; War;43306;en;A Guy Named Joe;531444;Metro-Goldwyn-Mayer (MGM);01/03/1944 00:00;5363000;120;A Guy Named Joe;60;8;;;;;;;1944;3
2600000; Western; Comedy;;11072;en;Blazing Saddles;22793929;Crossbow Productions;07/02/1974 00:00;119500000;93;Blazing Saddles;72;609;;;;;;;1974;2
2600000; Horror; Thriller;;9730;en;Friday the 13th: The Final Chapter;14013414;Paramount Pictures;13/04/1984 00:00;32980880;91;Friday the 13th: The Final Chapter;59;237;;;;;;;1984;4
2159280; Drama;;;209274;pl;Ida;13265432;Danish Film Institute;25/10/2013 00:00;10700000;80;Ida;71;260;;;;;;;2013;10
0; Drama; Romance;;26371;en;Maurice;11552247;Merchant Ivory Productions;18/09/1987 00:00;0;134;Maurice;71;61;;;;;;;1987;9
0; Comedy;;;14137;en;Beer League;173892;Identity Films;15/09/2006 00:00;0;86;Beer League;53;22;;;;;;;2006;9
2600000; Documentary;;;291;en;Riding Giants;895946;[];09/07/2004 00:00;3166000;105;Riding Giants;76;23;;;;;;;2004;7
2600000; Science Fiction; Thriller;;14139;es;Los cronocrímenes;1902965;Ars\u00e9nico Producciones;20/09/2007 00:00;553198;92;Timecrimes;70;308;;;;;;;2007;9
0; Action; Adventure; Comedy;33106;zh;疯狂的赛车;406645;[];20/01/2009 00:00;0;99;Silver Medalist;74;13;;;;;;;2009;1
2600000; Horror; Thriller;;8875;en;Timber Falls;3687574;Ascendant Pictures;07/12/2007 00:00;0;97;Timber Falls;52;38;;;;;;;2007;12
2540800; Comedy; Music; Romance;872;en;Singin' in the Rain;36556954;Metro-Goldwyn-Mayer (MGM);10/04/1952 00:00;7200000;103;Singin' in the Rain;78;727;;;;;;;1952;4
0; Documentary;;;72914;en;Fat, Sick & Nearly Dead;;;;;;;;;;;;;;;;
2500000; Comedy; Horror;;139038;en;A Haunted House;18661541;Endgame Entertainment;11/01/2013 00:00;60141683;86;A Haunted House;54;516;;;;;;;2013;1
2500000; Documentary;;;126509;en;2016: Obama's America;973582;[];13/07/2012 00:00;33400000;87;2016: Obama's America;46;19;;;;;;;2012;7
0; Comedy; Drama;;9591;en;That Thing You Do!;14885388;Twentieth Century Fox Film Corporation;04/10/1996 00:00;34585416;108;That Thing You Do!;68;225;;;;;;;1996;10
2500000; Horror; Mystery; Science Fiction;10676;en;Halloween III: Season of the Witch;12030456;Universal Pictures;22/10/1982 00:00;14400000;98;Halloween III: Season of the Witch;50;229;;;;;;;1982;10
2500000; Action; Science Fiction;;1687;en;Escape from the Planet of the Apes;;;;;;;;;;;;;;;;
2500000; Action; Drama; Western;24748;en;Hud;682919;Paramount Pictures;29/05/1963 00:00;10000000;112;Hud;75;66;;;;;;;1963;5
0; Comedy; Documentary;;181330;en;Kevin Hart: Let Me Explain;9799357;Hartbeat Productions;03/07/2013 00:00;32230907;74;Kevin Hart: Let Me Explain;71;95;;;;;;;2013;7
2500000; Drama; Romance;;468;en;My Own Private Idaho;10363642;Fine Line Features;17/10/1991 00:00;0;104;My Own Private Idaho;71;212;;;;;;;1991;10
2500000; Comedy; Drama; Romance;401;en;Garden State;30583959;Fox Searchlight Pictures;28/07/2004 00:00;26781723;102;Garden State;71;618;;;;;;;2004;7
2500000; Drama; Romance;;76;en;Before Sunrise;23672571;Detour Film Production;27/01/1995 00:00;5535405;105;Before Sunrise;77;959;;;;;;;1995;1
0; Horror; Mystery; Thriller;50538;fr;Sur le seuil;205034;Go Films;03/10/2003 00:00;0;100;Evil Words;69;8;;;;;;;2003;10
0; Comedy; Drama; Romance;25636;en;Jesus' Son;5581743;Evenstar Films;05/09/1999 00:00;0;107;Jesus' Son;67;22;;;;;;;1999;9
0; Comedy; Romance;;19316;en;Saving Face;2487255;[];12/09/2004 00:00;0;91;Saving Face;68;32;;;;;;;2004;9
0; Drama;;;21074;en;Brick Lane;262135;Ingenious Film Partners;16/11/2007 00:00;0;102;Brick Lane;52;15;;;;;;;2007;11
2500000; Science Fiction; Comedy; Drama;84329;en;Robot & Frank;23419061;Samuel Goldwyn Films;16/08/2012 00:00;3325038;85;Robot & Frank;68;450;;;;;;;2012;8
0; Drama; Romance;;20;en;My Life Without Me;7958831;El Deseo;07/03/2003 00:00;9726954;106;My Life Without Me;72;77;;;;;;;2003;3
2500000; Comedy; Drama; Romance;157386;en;The Spectacular Now;25722747;21 Laps Entertainment;02/08/2013 00:00;6854611;95;The Spectacular Now;68;1048;;;;;;;2013;8
0; Comedy; Documentary;;13007;en;Religulous;9774126;Lions Gate Films;01/10/2008 00:00;0;101;Religulous;72;197;;;;;;;2008;10
0; Documentary; Drama;;13518;en;Fuel;197469;[];14/11/2008 00:00;0;90;Fuel;70;3;;;;;;;2008;11
0; Drama;;;116584;en;Valley of the Heart's Delight;142255;[];24/04/2006 00:00;0;100;Valley of the Heart's Delight;70;1;;;;;;;2006;4
2500000; Drama;;;46849;en;Eye of the Dolphin;301884;Gold/Miller Productions;24/08/2007 00:00;71904;100;Eye of the Dolphin;71;7;;;;;;;2007;8
0; Documentary;;;40428;en;8: The Mormon Proposition;424957;[];01/01/2010 00:00;0;80;8: The Mormon Proposition;55;6;;;;;;;2010;1
14000000; Comedy; Romance;;17334;en;The Other End of the Line;3393648;Adlabs Films Ltd.;29/10/2008 00:00;0;106;The Other End of the Line;61;50;;;;;;;2008;10
0; Horror; Thriller;;1698;de;Anatomie;5025938;Claussen + W\u00f6bke Filmproduktion GmbH;03/02/2000 00:00;0;103;Anatomy;61;61;;;;;;;2000;2
2500000; Drama; Science Fiction; Thriller;20764;en;Sleep Dealer;4624691;Likely Story;10/12/2008 00:00;107559;90;Sleep Dealer;60;40;;;;;;;2008;12
2500000; Comedy; Action; Drama;45132;en;Super;12204569;This Is That Productions;09/09/2010 00:00;324138;96;Super;66;441;;;;;;;2010;9
0; Comedy; Family;;76706;en;Christmas Mail;630226;[];01/12/2010 00:00;0;89;Christmas Mail;50;15;;;;;;;2010;12
2500000; Comedy; Horror;;254472;de;Stung;4270489;Rat Pack Filmproduktion;03/07/2015 00:00;0;87;Stung;49;63;;;;;;;2015;7
35000000; Horror;;;332285;en;Antibirth;3674294;Hideaway Pictures;02/09/2016 00:00;0;94;Antibirth;48;40;;;;;;;2016;9
2400000; Drama;;;49471;en;Get on the Bus;4623059;Columbia Pictures;16/10/1996 00:00;5731103;120;Get on the Bus;70;11;;;;;;;1996;10
0; Drama; Horror; Thriller;13569;en;Thr3e;1946715;MovieRoom Productions;01/12/2006 00:00;0;101;Thr3e;48;21;;;;;;;2006;12
30000000; Adventure; Comedy; Science Fiction;7512;en;Idiocracy;27940093;Twentieth Century Fox Film Corporation;01/09/2006 00:00;495303;84;Idiocracy;63;664;;;;;;;2006;9
2500000; Crime;;;356216;en;The Rise of the Krays;1759506;Carnaby International;29/08/2015 00:00;0;110;The Rise of the Krays;45;19;;;;;;;2015;8
2380000; Drama; Crime;;11798;en;This Is England;8395624;EM Media;12/09/2006 00:00;8176544;101;This Is England;74;363;;;;;;;2006;9
2500000; Action; Adventure; Science Fiction;146631;en;U.F.O.;8248149;Hawthorn Productions;14/12/2012 00:00;0;101;U.F.O.;31;47;;;;;;;2012;12
2361000; Comedy; Music;;43546;en;Bathing Beauty;628051;Metro-Goldwyn-Mayer (MGM);01/07/1944 00:00;6892000;101;Bathing Beauty;70;4;;;;;;;1944;7
2450000; Drama; Family;;61038;en;Go for It!;500753;Pantelion Film;13/05/2011 00:00;0;105;Go for It!;46;5;;;;;;;2011;5
0; Comedy; Drama; Family;78373;en;Dancer, Texas Pop. 81;376662;HSX Films;01/05/1998 00:00;565592;97;Dancer, Texas Pop. 81;100;1;;;;;;;1998;5
2300000; Music; Romance;;17820;en;Show Boat;1606314;Metro-Goldwyn-Mayer (MGM);13/07/1951 00:00;11000000;107;Show Boat;69;18;;;;;;;1951;7
0; Drama;;;74457;en;Redemption Road;197264;Heavy Duty Entertainment;26/08/2011 00:00;0;91;Redemption Road;47;6;;;;;;;2011;8
0; Thriller;;;283384;en;The Calling;5759493;Darius Films;05/08/2014 00:00;0;108;The Calling;56;88;;;;;;;2014;8
2000000; Fantasy; Adventure; Animation;19933;en;The Brave Little Toaster;686302;The Kushner-Locke Company;09/07/1987 00:00;0;90;The Brave Little Toaster;67;93;;;;;;;1987;7
2280000; Animation; Family; Music;756;en;Fantasia;32875469;Walt Disney Pictures;13/11/1940 00:00;83320000;124;Fantasia;72;808;;;;;;;1940;11
0; Thriller; Drama;;433715;en;8 Days;15295;After Eden Pictures;15/06/2014 00:00;0;90;8 Days;0;0;;;;;;;2014;6
4000000; Horror; Thriller;;9728;en;Friday the 13th Part III;14206525;Paramount Pictures;13/08/1982 00:00;36690067;95;Friday the 13th Part III;57;254;;;;;;;1982;8
2200000; Horror; Thriller;;9731;en;Friday the 13th: A New Beginning;12639469;Paramount Pictures;22/03/1985 00:00;21930418;92;Friday the 13th: A New Beginning;51;196;;;;;;;1985;3
0; Drama;;;9916;en;The Last Sin Eater;2371477;[];09/02/2007 00:00;0;117;The Last Sin Eater;62;11;;;;;;;2007;2
0; Fantasy; Drama;;309425;en;Do You Believe?;2470443;Believe Entertainment;20/03/2015 00:00;0;115;Do You Believe?;66;48;;;;;;;2015;3
0; Thriller; Romance;;14156;en;Impact Point;1532518;[];13/06/2008 00:00;0;90;Impact Point;57;5;;;;;;;2008;6
2160000; Drama;;;43610;en;The Valley of Decision;1813;Metro-Goldwyn-Mayer (MGM);01/06/1945 00:00;9132000;119;The Valley of Decision;58;4;;;;;;;1945;6
2300000; Thriller; Drama;;360339;en;Eden;2713171;Ombra Films;22/10/2015 00:00;0;97;Eden;56;19;;;;;;;2015;10
0; Comedy; Romance; Foreign;31163;en;Chicken Tikka Masala;258413;[];22/04/2005 00:00;0;90;Chicken Tikka Masala;35;5;;;;;;;2005;4
0; Romance; Comedy; Music;297621;en;There's Always Woodstock;2025701;Sunrise Films;14/11/2014 00:00;0;90;There's Always Woodstock;54;12;;;;;;;2014;11
0; Action; Comedy; Horror;16205;en;Jack Brooks: Monster Slayer;2659804;Brookstreet Pictures;09/10/2007 00:00;0;85;Jack Brooks: Monster Slayer;57;59;;;;;;;2007;10
2100000; Drama; History; Romance;887;en;The Best Years of Our Lives;;;;;;;;;;;;;;;;
0; Crime; Drama;;9517;en;Bully;6677093;StudioCanal;15/06/2001 00:00;480811;113;Bully;67;125;;;;;;;2001;6
0; Comedy; Drama;;6007;en;Elling;2526356;Maipo Film- og TV Produksjon;16/03/2001 00:00;0;89;Elling;70;51;;;;;;;2001;3
2100000; Drama; Crime;;364083;en;Mi America;39007;Industrial House Films;16/10/2015 00:00;3330;126;Mi America;0;0;;;;;;;2015;10
1500000; Horror; Mystery;;8329;es;[REC];31691617;Filmax;10/04/2007 00:00;30448000;78;[REC];71;934;;;;;;;2007;4
0; Drama; Mystery; Thriller;69640;en;Lies in Plain Sight;47909;[];03/10/2010 00:00;0;88;Lies in Plain Sight;45;4;;;;;;;2010;10
0;;;;371085;en;Sharkskin;;;;;;;;;;;;;;;;
0; Thriller; Horror; Science Fiction;347548;en;Containment;2122451;Bright Cold Day Films;09/07/2015 00:00;0;77;Containment;51;36;;;;;;;2015;7
0; Adventure; Drama; Western;322443;de;The Timber;803761;ANA Media;27/02/2015 00:00;0;81;The Timber;41;15;;;;;;;2015;2
2000000; Action; Thriller; Adventure;657;en;From Russia with Love;41298723;United Artists;11/10/1963 00:00;78898765;115;From Russia with Love;69;760;;;;;;;1963;10
0; Comedy; Horror; Action;28165;en;The Toxic Avenger Part II;1791331;Troma Entertainment;24/02/1989 00:00;0;96;The Toxic Avenger Part II;53;39;;;;;;;1989;2
2000000; Comedy; Romance; Science Fiction;11561;en;Sleeper;10664202;Rollins-Joffe Productions;17/12/1973 00:00;18344729;89;Sleeper;70;200;;;;;;;1973;12
2000000; Horror; Thriller;;270303;en;It Follows;100876794;Northern Lights Films;04/02/2015 00:00;14674076;100;It Follows;66;1832;;;;;;;2015;2
2000000; Comedy;;;11624;en;Everything You Always Wanted to Know About Sex *But Were Afraid to Ask;13223111;United Artists;06/08/1972 00:00;18016290;88;Everything You Always Wanted to Know About Sex *But Were Afraid to Ask;66;215;;;;;;;1972;8
2000000; Crime; Drama;;595;en;To Kill a Mockingbird;22139842;Universal Pictures;25/12/1962 00:00;13129846;129;To Kill a Mockingbird;80;657;;;;;;;1962;12
2000000; Adventure; Action; Thriller;8810;en;Mad Max 2;37117362;Kennedy Miller Productions;24/12/1981 00:00;24600832;95;Mad Max 2: The Road Warrior;73;957;;;;;;;1981;12
0; Action; Comedy;;12207;cn;醉拳二;15046612;Paragon Films Ltd.;03/02/1994 00:00;0;102;The Legend of Drunken Master;72;242;;;;;;;1994;2
2000000; Crime; Drama;;226;en;Boys Don't Cry;15557144;Fox Searchlight Pictures;02/09/1999 00:00;11540607;118;Boys Don't Cry;72;353;;;;;;;1999;9
2000000; Horror; Mystery;;92182;en;Silent House;1166632;Elle Driver;21/01/2011 00:00;13101672;85;Silent House;52;125;;;;;;;2011;1
2000000; Drama; Thriller;;582;de;Das Leben der Anderen;34938177;Arte;15/03/2006 00:00;70000000;137;The Lives of Others;79;958;;;;;;;2006;3
1000000; Drama;;;72213;en;Courageous;5961119;TriStar Pictures;30/09/2011 00:00;34522221;129;Courageous;68;77;;;;;;;2011;9
2000000; Drama;;;990;en;The Hustler;17639478;Twentieth Century Fox Film Corporation;25/09/1961 00:00;7600000;134;The Hustler;76;240;;;;;;;1961;9
2000000; Adventure; Drama; Romance;55604;en;Boom Town;1867004;Metro-Goldwyn-Mayer (MGM);30/08/1940 00:00;9172000;119;Boom Town;65;8;;;;;;;1940;8
8000000; Adventure; Animation; Comedy;9662;fr;Les triplettes de Belleville;13944645;Sony Pictures Classics;11/06/2003 00:00;1477676;80;The Triplets of Belleville;73;231;;;;;;;2003;6
0; Drama; Comedy;;20862;en;Smoke Signals;2304552;Miramax Films;16/01/1998 00:00;0;89;Smoke Signals;66;24;;;;;;;1998;1
0; Comedy; Drama;;2771;en;American Splendor;7792851;[];15/08/2003 00:00;6003587;101;American Splendor;71;120;;;;;;;2003;8
2700000; Drama; Romance;;80;en;Before Sunset;14799323;Castle Rock Entertainment;10/02/2004 00:00;15992615;80;Before Sunset;76;718;;;;;;;2004;2
2000000; Drama; Thriller;;55;es;Amores perros;;;;;;;;;;;;;;;;
2000000; Crime; Drama;;11023;en;Thirteen;20331593;Fox Searchlight Pictures;20/08/2003 00:00;4601043;100;Thirteen;67;339;;;;;;;2003;8
2000000; Drama; Romance;;33667;en;Gentleman's Agreement;5381536;Twentieth Century Fox Film Corporation;11/11/1947 00:00;7800000;118;Gentleman's Agreement;68;47;;;;;;;1947;11
2000000; Drama;;;39013;en;Winter's Bone;20834883;Anonymous Content;11/06/2010 00:00;13831503;100;Winter's Bone;68;565;;;;;;;2010;6
0; Documentary; Action; Adventure;11194;en;Touching the Void;14045887;Darlow Smithson Productions;05/09/2003 00:00;13885802;106;Touching the Void;76;138;;;;;;;2003;9
2000000; Drama; Music; Romance;43839;en;Alexander's Ragtime Band;483974;Twentieth Century Fox Film Corporation;24/05/1938 00:00;4000000;106;Alexander's Ragtime Band;48;6;;;;;;;1938;5
0; Comedy; Drama;;1382;en;Me and You and Everyone We Know;9719094;IFC Films;17/06/2005 00:00;0;90;Me and You and Everyone We Know;70;107;;;;;;;2005;6
2000000; Documentary;;;44639;en;Inside Job;16930914;Sony Pictures Classics;08/10/2010 00:00;7871522;109;Inside Job;77;286;;;;;;;2010;10
6000000; Drama; Music; Romance;301351;en;We Are Your Friends;28819424;Working Title Films;26/08/2015 00:00;11122090;96;We Are Your Friends;63;658;;;;;;;2015;8
0; Crime; Drama;;4816;en;Ghost Dog: The Way of the Samurai;18223139;Bac Films;13/09/1999 00:00;0;116;Ghost Dog: The Way of the Samurai;72;298;;;;;;;1999;9
2000000; Crime; Drama; Thriller;7873;en;Harsh Times;12999023;The Weinstein Company;11/09/2005 00:00;5967038;120;Harsh Times;63;197;;;;;;;2005;9
2000000; Crime; Drama; Thriller;331190;en;Captive;6728882;Itaca Films;17/09/2015 00:00;2801508;97;Captive;56;92;;;;;;;2015;9
2000000; Comedy; Drama; Romance;15186;en;Full Frontal;195686;Miramax Films;02/08/2002 00:00;2506446;96;Full Frontal;48;26;;;;;;;2002;8
0; Horror;;;17994;en;Witchboard;7151154;[];31/12/1986 00:00;0;98;Witchboard;59;58;;;;;;;1986;12
2000000; Romance; Drama; Comedy;1378;en;Shortbus;14846001;Fortissimo Films;20/05/2006 00:00;5179037;101;Shortbus;63;140;;;;;;;2006;5
2000000; Drama; Animation; War;8885;he;Vals Im Bashir;1408251;Les Films d'Ici;25/06/2008 00:00;11125849;90;Waltz with Bashir;78;291;;;;;;;2008;6
2000000;;;;48382;en;The Book of Mormon Movie, Volume 1: The Journey;31947;[];12/09/2003 00:00;1672730;120;The Book of Mormon Movie, Volume 1: The Journey;50;2;;;;;;;2003;9
2000000; Documentary;;;12901;en;No End in Sight;2283796;[];27/07/2007 00:00;1431623;102;No End in Sight;72;23;;;;;;;2007;7
2000000; Drama; Romance;;250124;en;The Diary of a Teenage Girl;18224326;Caviar Films;07/08/2015 00:00;1477002;98;The Diary of a Teenage Girl;68;279;;;;;;;2015;8
2000000; Documentary;;;14284;en;In the Shadow of the Moon;343159;Film4;19/01/2007 00:00;0;109;In the Shadow of the Moon;76;31;;;;;;;2007;1
0; Drama; Western;;57120;en;Meek's Cutoff;4749885;Film Science;05/09/2010 00:00;876302;104;Meek's Cutoff;65;77;;;;;;;2010;9
2000000; History; Documentary;;12228;en;Inside Deep Throat;3980072;[];11/02/2005 00:00;653621;92;Inside Deep Throat;68;31;;;;;;;2005;2
0; Drama; Action; Thriller;22617;en;Dinner Rush;;;;;;;;;;;;;;;;
0; Comedy; Drama;;55561;en;Clockwatchers;1196943;[];01/01/1997 00:00;0;96;Clockwatchers;56;13;;;;;;;1997;1
2000000; Comedy;;;42889;en;The Virginity Hit;3125382;Gary Sanchez Productions;10/09/2010 00:00;563706;120;The Virginity Hit;46;19;;;;;;;2010;9
2000000; Action; Thriller;;10656;fr;Subway;5261065;Gaumont;10/04/1985 00:00;390659;104;Subway;63;86;;;;;;;1985;4
0; Comedy; Drama;;24363;en;House of D;6337735;Tribeca Productions;15/04/2005 00:00;0;97;House of D;61;23;;;;;;;2005;4
0; Comedy; Horror;;13121;en;Teeth;7359286;Teeth;19/01/2007 00:00;0;94;Teeth;52;210;;;;;;;2007;1
2000000; Action; Adventure; Science Fiction;24746;en;Six-String Samurai;1892183;HSX Films;18/09/1998 00:00;124494;91;Six-String Samurai;58;36;;;;;;;1998;9
0;;;;325140;en;Hum To Mohabbat Karega;1186;[];26/05/2000 00:00;0;0;Hum To Mohabbat Karega;0;0;;;;;;;2000;5
2000000; Drama; Comedy; Music;12109;en;It's All Gone Pete Tong;3911445;[];12/09/2004 00:00;120620;90;It's All Gone Pete Tong;71;52;;;;;;;2004;9
3800000; Comedy;;;27023;en;Saint John of Las Vegas;2559806;[];10/06/2009 00:00;111731;840;Saint John of Las Vegas;59;18;;;;;;;2009;6
0; Comedy; Drama; Romance;22913;en;24 7: Twenty Four Seven;744406;Scala Films;31/08/1997 00:00;0;960;24 7: Twenty Four Seven;63;10;;;;;;;1997;8
13500000; Drama;;;273899;en;Stonewall;516023;Centropolis Entertainment;18/09/2015 00:00;187674;1290;Stonewall;52;32;;;;;;;2015;9
7000000; Animation; Family; Foreign;20653;en;Roadside Romeo;253595;Walt Disney Pictures;24/10/2008 00:00;1100000;930;Roadside Romeo;67;3;;;;;;;2008;10
